ODS,Indicador,Descripción del Indicador,Abreviatura,UnidadMedida,Fuente,Invertir,Instrumental,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Meta2030,Mínimo,Máximo,IDIndicador,MetaODS
7,Porcentaje de capacidad instalada que corresponde a fuentes renovables,"Mide el porcentaje de la capacidad instalada cuyas fuentes de energía son renovables (agua, viento, sol, biomasa) entre la capacidad instalada del parque generador.",energ_renov,Porcentaje,Unidad de Planeación Minero Energética (UPME) - Balance Energético Colombiano,0,1,0.6721434968918663,0.6828611779407454,0.6932471141280391,0.6945028744458199,0.6947418294646147,0.6940393419082452,0.6940393419082452,0.6910781341450479,0.6910781341450479,0.6915641556613046,0.6925351279385306,0.6770256104070481,0.6783568445288091,0.6830046423253402,0.7011003995687195,0.698,0.707,0.709,0.694,0.867,,0.9,0.6,1.0,7.2.1.C,7.2
7,Intensidad energética,"Mide la relación entre el consumo de energía, respecto al Producto Interno Bruto (PIB).",inten_energ,Terajulios / mil millones de pesos de 2005,"Unidad de Planeación Minero Energética (UPME) - Balance energético Nacional

DANE - Cuenta Ambiental y Económica de Flujos de Energía, en Unidades Físicas.",1,1,4.4,4.3,4.2,4.2,4.1,4.0,4.1,4.0,4.2,4.0,3.9,3.8,3.8,3.7,3.7,3.7,3.5,3.3,3.3,3.4,,2.9,1.5,5.0,7.3.1.G,7.3
7,Capacidad instalada de generación de energía eléctrica,"Mide la Capacidad Efectiva Neta (CEN) instalada en el Sistema Interconectado Nacional (SIN) mediante recursos hidráulicos, térmicos, plantas menores y de cogeneradores.",genr_elect,Mega vatios (MW),"Ministerio de Minas y Energía – Sistema de Información eléctrico colombiano

Unidad de Planeación Minero Energética (UPME) - Plan de Expansión de Generación y Transmisión",0,1,12736.7,13160.2,13425.0,13229.0,13427.0,13355.0,13280.0,13414.0,13479.0,13509.0,13206.0,14427.0,14413.0,14551.0,15481.0,16420.0,16529.5,16739.64,17206.23,17502.35,17484.9,23487.0,12000.0,30000.0,7.b.1.C,7.b
8,Crecimiento anual del Producto Interno Bruto (PIB) real per cápita,"Mide la variación porcentual del Producto Interno Bruto (PIB) real anual 
por persona.",creci_pibc,Porcentaje,DANE - Cuentas Nacionales,0,0,,0.0039,0.0123,0.0263,0.0404,0.0344,0.0543,0.0563,0.0233,0.0046,0.0276,0.0535,0.0284,0.0367,0.032,0.019,0.00947503913740633,0.00240925928273185,0.0139906396845562,0.0221414005396225,-0.078,0.033,-0.1,0.1,8.1.1.G,8.1
8,Tasa de formalidad laboral,"Mide el porcentaje de la población ocupada formal, respecto a la población ocupada en 23 ciudades y 13 áreas metropolitanas.",traba_forma,Porcentaje,DANE - Gran Encuesta Integrada de Hogares (GEIH),0,1,,,,,,,,0.4844,0.479,0.467,0.471,0.477,0.478,0.495,0.5045,0.5083,0.513747054109,0.516003946837,0.51770160375,0.5265,0.52,0.6,0.4,0.9,8.3.1.C,8.3
8,Participación de la economía forestal en el PIB,"Mide el valor agregado de la economía forestal, que se compone por las actividades silvicultura, industria de la transformación de la madera y fabricación de papel, cartón y productos de papel y de cartón frente al  PIB total.",pib_fores,Porcentaje,"DANE-Cuentas Nacionales 
",0,1,,,,,,0.01,0.0098,0.0098,0.0092,0.009300000000000001,0.008100000000000001,0.0072,0.0073,0.0072,0.006999999999999999,0.0079,0.0072,0.007,0.0067,0.0067,0.0072,0.015,0.003,0.02,8.4.3.C,8.4
8,Tasa de desempleo,"Mide el porcentaje de personas que están buscando trabajo, respecto al número de personas que integran la fuerza laboral. ",tasa_desem,Porcentaje,DANE - Gran Encuesta Integrada de Hogares (GEIH),1,1,,0.1497689920981,0.155585282049179,0.140858378949196,0.136470655399775,0.117959498335013,0.120331179957053,0.111763514051866,0.112617323504518,0.120123127294566,0.117736525942619,0.108087764332587,0.103688163659617,0.0963165944111078,0.0909408441337768,0.089,0.092145314993,0.09369743591,0.096767481523,0.105,0.159,0.068,0.04,0.2,8.5.1.G,8.5
8,Porcentaje de jóvenes que no estudian y no tienen empleo,"Mide el porcentaje de jóvenes que no estudian y no tienen empleo, respecto a la población entre 15 y 24 años de edad.",joven_nini,Porcentaje,DANE - Gran Encuesta Integrada de Hogares (GEIH),1,1,,0.292498934696921,0.29944177069126,0.280927305661074,0.28742776100987,0.277212571588763,0.276462178096893,0.266946135013141,0.255396722848043,0.249583584373011,0.237852588580298,0.234396812571342,0.227351784954788,0.222522972507797,0.216456893679747,0.213,0.219038376957,0.229056315448,0.229056315448,0.2395,0.291,0.15,0.07,0.35,8.6.1.P,8.6
8,Tasa de trabajo infantil,"Mide la relación porcentual entre menores en el rango de edad de 5 y 17 años trabajando, respecto a la población total entre 5 y 17 años.",trab_infa,Porcentaje,DANE - Gran Encuesta Integrada de Hogares (GEIH),1,1,,,,0.110043407035559,,0.0891268549929344,,0.0717611128756219,,0.0912699126802578,,,0.102347727489131,0.0969902353191545,0.0931267351326482,0.091,0.078078603311,0.072561379056,0.059321424696,0.0537,,0.04,0.02,0.15,8.7.1.G,8.7
1,Porcentaje de población ocupada cotizante al sistema de pensiones,"Mide el porcentaje de la población ocupada que se encuentra afiliada al sistema de pensiones, respecto a la población ocupada total.",pobl_pensi,Porcentaje,DANE - Gran Encuesta Integrada de Hogares (GEIH),0,1,,,,,,,,0.296,0.306,0.298,0.298,0.301,0.31,0.327,0.346,0.368,0.363,0.368,0.37,0.373,,0.421,0.25,0.8,1.3.3.C,1.3
8,Porcentaje de población ocupada afiliada a Administradora de Riesgos Laborales,"Mide el porcentaje de la población ocupada afiliada a una administradora de riesgos laborales, respecto al total de población ocupada.",riesg_labor,Porcentaje,DANE - Gran Encuesta Integrada de Hogares (GEIH),0,1,,,,,,,,0.263900496393268,0.273708614970768,0.26821445338779,0.275587584489554,0.284763199260961,0.297107547789187,0.313868701222951,0.335549812463869,0.343,0.357868998938,0.364640939516,0.366858819243,0.375,,0.48,0.2,0.7,8.8.1.C,8.8
9,Viajes realizados diariamente en sistemas de transporte público organizados,Mide el número de viajes diarios realizados en sistemas de transporte público organizados (SITP – SITM – SETP – SITR).,viaje_trans,Viajes,MinTransporte,0,1,,380707.0,673631.0,751269.0,881962.0,981475.0,1210624.0,1357680.0,1473193.0,1671129.0,1954575.0,2157053.0,2390753.0,3024264.0,3849422.0,3935396.0,5218463.0,5298000.0,5184343.0,5291963.0,,6900000.0,300000.0,9000000.0,9.1.1.C,9.1
3,Tasa General de Mortalidad por Accidentes de Tránsito terrestre (TGMA),"Mide el número de defunciones por accidentes de transporte terrestre durante un año, respecto a la población total para el mismo año, por cada 100.000 habitantes.",acci_trans,Tasa por cada 100.000 habitantes,DANE - Estadísticas Vitales (EEVV),1,1,,,,,,,14.590163617177328,15.102353274001922,14.267348376859657,14.273380865025576,12.920355413488288,12.477032866459197,13.294885432027852,13.766659764590756,13.89373000219232,14.87,15.11,,14.87,,,8.35,6.0,16.0,3.6.1.G,3.6
9,Inversión en investigación y desarrollo como porcentaje del Producto Interno Bruto (PIB),Mide el porcentaje de la inversión en Investigación y Desarrollo respecto al Producto Interno Bruto (PIB).,inves_desa,Porcentaje,Observatorio Colombiano de Ciencia y Tecnología (OCyT),0,1,0.0013106469721394576,0.0013289866738326343,0.0015558845713798015,0.0017398022489114738,0.0016964488906438871,0.0016556668352508122,0.001642662926379218,0.0018306650286320655,0.001954105066251752,0.001935053106519214,0.0019357908217782942,0.001984198173186296,0.002212455586042818,0.002576072330975067,0.003031736069078233,0.003231566008078635,0.0029575585816770675,0.0026154564520170036,0.0028599680948145005,0.002804941468208705,,0.0084,0.001,0.02,9.5.1.G,9.5
9,Tasa de solicitudes de patentes presentadas por vía nacional,"Mide el número de solicitudes de patentes presentadas por vía nacional, por cada 1.000.000 de habitantes.",paten_nacio,Tasa por cada 1.000.000 de habitantes,Observatorio Colombiano de Ciencia y Tecnología (OCyT),0,1,,,,,,2.3083061341813225,3.202325505743958,2.6179840616675025,2.564613237089248,2.7790850593897147,2.702727407923571,4.104715773299892,4.143247034363597,5.135704737214372,5.140386364447477,5.0,10.933847392373812,11.705846323661296,8.066742865949195,,,30.0,2.0,50.0,9.5.2.C,9.5
9,Porcentaje de personas que usan Internet,"Mide el porcentaje de personas mayores de 5 años que hacen uso de Internet, respecto al total de la población de 5 años y más.",perso_inter,Porcentaje,DANE - Encuesta Nacional de Calidad de Vida (ECV),0,1,,,,,,,,0.326,0.375,0.401,0.365,0.404,0.49,0.517,0.526,0.56,0.581,,0.6455298745,0.65,0.698,0.93,0.3,1.0,9.c.2.C,9.c
10,Tasa de crecimiento de los ingresos per cápita en el 40% de los hogares más pobres de la población,"Mide la tasa de crecimiento anualizada del ingreso per cápita de los hogares del 40% de la población más pobre, respecto al ingreso per cápita de los hogares de la población total.",ingr_pobr,Porcentaje,DANE - Gran Encuesta Integrada de Hogares (GEIH),0,1,,,,,,,,,,0.0749,0.0769,0.0869,0.034,0.0562,0.0529,0.027,0.0084,0.0261,-0.0094,-0.062,-0.246,0.035,-0.4,0.15,10.1.1.G,10.1
10,Coeficiente de GINI,"Mide la distribución del ingreso entre hogares dentro de una economía, en un rango entre 0 a 1, donde 0 es perfecta igualdad de ingresos y 1 total desigualdad.",coef_gini,Puntos,DANE - Gran Encuesta Integrada de Hogares (GEIH),1,0,,,0.572,0.554,0.558,0.557,,,0.567,0.557,0.56,0.548,0.539,0.539,0.538,0.522,0.517,0.51,0.517,0.526,0.544,0.48,0.4,0.6,10.1.2.C,10.1
10,Brecha de pobreza extrema urbano-rural,Mide la razón entre la proporción de población en situación de pobreza extrema en el ámbito rural y urbano.,brech_pobr,Unidades,DANE - Gran Encuesta Integrada de Hogares (GEIH),1,1,,,2.71,2.59,2.91,3.05,,,2.91,2.89,3.01,3.16,3.45,3.18,3.53,3.67,3.23,3.08,3.14,2.8,1.3,1.0,1.0,4.0,10.2.1.C,10.2
10,Valor de ingresos laborales como porcentaje del Producto Interno Bruto (PIB),"Mide los ingresos laborales (salarios y transferencias de protección social) como porcentaje del Producto Interno Bruto (PIB). Se entiende por ingresos laborales las remuneraciones asalariadas y seguridad social, más la proporción de los ingresos mixtos dirigidos a alguna remuneración laboral.",labor_pib,Porcentaje,DANE - Cuentas Nacionales,0,0,0.32794644441354,0.333232972180774,0.337343013088866,0.330793662450201,0.323558464007902,0.321135008643093,0.319454646807225,0.320213328631876,0.316657189217788,0.328225472458966,0.327163053930456,0.313605229281135,0.322300674455016,0.327265280500833,0.330986157205355,0.335,0.337543500559169,0.33954790536584,0.340263162432259,0.343,,0.35,0.3,0.4,10.4.1.P,10.4
11,Hogares urbanos con déficit cuantitativo de vivienda,"Mide el porcentaje de hogares que requieren de una vivienda urbana para que exista una relación uno a uno entre las viviendas adecuadas y los hogares que necesitan alojamiento. Cuando existe esta relación uno a uno, no existe déficit cuantitativo y por lo tanto el indicador es 0%.",cuant_vivi,Porcentaje,"DNP

DANE - Gran Encuesta Integrada de Hogares (GEIH)",1,1,,,,,,,,,,0.0913,0.0899,0.083,0.0785,0.0751,0.0701,0.0667,0.056,0.052,0.049,,0.0422,0.027,0.01,0.2,11.1.1.P,11.1
11,Hogares urbanos con déficit cualitativo de vivienda,"Mide el porcentaje de hogares que habitan en viviendas particulares que presentan carencias habitacionales en los atributos referentes a la estructura, espacio y a la disponibilidad de servicios públicos domiciliarios y, por tanto, requieren mejoramiento o ampliación de la unidad habitacional en la cual viven.",cuali_vivi,Porcentaje,"DNP

DANE - Gran Encuesta Integrada de Hogares (GEIH)",1,1,,,,,,,,,,,0.1266,0.1234,0.1222,0.1158,0.1127,0.1097,0.1028,0.097,0.0964,,0.088,0.07,0.035,0.3,11.1.2.P,11.1
13,Tasa de personas afectadas a causa de eventos recurrentes,"Mide el número de personas afectadas en sus bienes, infraestructura y/o medios de subsistencia tras el impacto de un evento recurrente, por cada 100.000 habitantes.",afect_even,Tasa por cada 100.000 habitantes,Unidad Nacional de Gestión del Riesgo de Desastre (UNGRD) - Consolidado Atención de Emergencias,1,1,,,,,,2401.0,1505.0,3319.0,4089.0,925.0,6492.0,5073.0,2046.0,1265.0,928.1773028419999,989.79,1001.2180405514,1047.6689396041,1016.9362637363,736.547883,381.0,200.0,100.0,7000.0,13.1.P,13.1
6,Acceso a agua potable (suelo urbano),"Mide el porcentaje de la población que accede a métodos de abastecimiento de agua adecuados, respecto a la población total. Los métodos de abastecimiento de agua adecuados en suelo urbano son los prevenientes del servicio público domiciliario de acueducto",agua_urban,Porcentaje,DANE - Gran Encuesta Integrada de Hogares (GEIH),0,1,,,96.61,97.33,97.01,97.58,,97.06,97.18,96.22,96.74,96.73,97.01,97.16,97.43,97.31,97.66,97.82,97.9,97.88,98.1,100.0,95.0,100.0,6.1.2.P,6.1
3,Índice de Riesgo Calidad del Agua para consumo humano (IRCA) Urbano,"Mide el grado de riesgo de ocurrencia de enfermedades relacionadas con el no cumplimiento de las características físicas, químicas y microbiológicas del agua para consumo humano (urbano).",irca_urban,Porcentaje,INS - Sistema de la Vigilancia de la Calidad del Agua Potable para Consumo humano (SIVICAP),1,1,,,,,,,,0.183,0.167,0.139,0.12,0.115,0.132,0.1128,0.101,0.096,0.086,0.074,0.114,,,0.05,0.0,0.2,3.9.4.C,3.9
11,Porcentaje de residuos sólidos urbanos dispuestos adecuadamente,"Mide el porcentaje de residuos sólidos urbanos que se dispone en un sitio adecuado de disposición final con un instrumento de manejo y control autorizado por la Autoridad Ambiental Competente. Se consideran como sitios de disposición final adecuada los rellenos sanitarios, plantas integrales y celdas de contingencia.",resid_urban,Porcentaje,Superintendencia de Servicios Públicos Domiciliarios – Sistema Único de Información (SUI),0,1,,,,,,0.729,0.812,0.91,0.93,0.925,0.935,0.946,0.946,0.945,0.961,0.972,0.9763,0.968,0.978,0.983,,1.0,0.7,1.0,11.6.3.P,11.6
12,Residuos peligrosos aprovechados y tratados,Mide la cantidad de residuos o desechos peligrosos aprovechados y tratados acumulados. ,resid_pelig,Toneladas,IDEAM,0,1,,,,,,,,,,86980.0,123853.0,119217.0,191834.3,197860.8,264852.2,210132.0,393849.1,667296.1,1005437.1,359040.0,,2806130.0,80000.0,5000000.0,12.4.1.P,12.4
12,Porcentaje de equipos y desechos de policlorobifenilos (PCB) eliminados,"Mide el porcentaje de equipos y desechos de PCB eliminados correspondientes a los grupos 1, 2 y 3 de la Resolución 0222 de 2011 y la Resolución 1741 de 2016 con relación a las toneladas de PCB reportadas en el inventario Nacional de PCB.",dese_elimi,Porcentaje,IDEAM - Inventario Nacional de PCB,0,1,,,,,,,,,,,,,,0.094,0.101,0.092,0.167,0.163,0.224,0.292,,1.0,0.08,1.0,12.4.2.C,12.4
12,Residuos de bombillas con mercurio aprovechadas o gestionadas,Mide la cantidad recolectada y aprovechada de residuos de bombillas con contenido de mercurio y que son validadas por la Autoridad Nacional de Licencias Ambientales (ANLA) según la información reportada por los programas posconsumo. ,resid_bombi,Toneladas,Autoridad Nacional de Licencias Ambientales (ANLA),0,1,,,,,,,,,,,,,255.0,509.0,1144.0,1918.0,2971.0,3663.0,4226.0,,,7768.0,200.0,15000.0,12.4.3.C,12.4
12,Tasa de reciclaje y nueva utilización de residuos sólidos,"Mide el porcentaje entre los residuos que son tratados y/o manejados para ser reintroducidos a los procesos de producción, respecto al total de la oferta de residuos sólidos.",recic_solid,Porcentaje,DANE - Cuentas Ambientales,0,1,,,,,,,,,,,,,0.072,0.076,0.09,0.086,0.074,0.108,0.111,,,0.179,0.06,0.5,12.5.1.P,12.5
9,Intensidad de emisiones de CO2 de las industrias manufactureras respecto a valor agregado de la industria manufacturera,Mide la Intensidad de emisiones de CO2 equivalente de las industrias manufactureras como proporción de la industria manufacturera,co2_manuf,Gigagramos de CO2 equivalente / miles de millones de pesos,"Numerador: UPME - Balance Energético Colombiano (Consumo Industrial + Transformación sin Centrales térmicas)

Denominador: DANE - Dirección de Síntesis y Cuentas Nacionales.",1,1,0.6876984787969715,0.6405205734338733,0.6415661756905044,0.6347558360897348,0.6455160667067263,0.607513942215386,0.6141541139146683,0.5898191525240704,0.746928882961653,0.5999208214003594,0.5958386440976078,0.5794577823455391,0.6110548029265823,0.6069155213022318,0.6239768395667382,0.67,0.68,0.7,0.61,0.61,,0.35,0.1,0.8,9.4.1.P,9.4
14,Miles de hectáreas de áreas marinas protegidas,"Mide las hectáreas (miles) marinas del país que han sido declaradas e inscritas en el RUNAP como un área protegida del Sistema Nacional de Áreas Protegidas - SINAP, respecto al área marina del país.",mar_prote,Miles de Hectáreas,Parques Nacionales Naturales (PNN) - Registro Único Nacional de Áreas Protegidas (RUNAP),0,1,210.24398000000002,210.24398000000002,210.24398000000002,210.24398000000002,210.24398000000002,7670.0979800000005,7670.0979800000005,7670.0979800000005,7670.0979800000005,7670.0979800000005,7717.1919800000005,7717.23591,7717.23591,7885.66077,7957.18657,7892.0,7958.14857,12539.72673,12750.0,12817.0,12817.0,13250.0,200.0,16000.0,14.5.1.P,14.5
15,Miles de hectáreas de áreas protegidas,"Mide las hectáreas (miles) de la superficie del territorio del país que han sido declaradas e inscritas en el RUNAP como un  área protegida  del Sistema Nacional de Áreas Protegidas - SINAP, respecto al área continental y marina del país.",tierr_prote,Miles de Hectáreas,Parques Nacionales Naturales (PNN) - Registro Único Nacional de Áreas Protegidas (RUNAP),0,1,,,,,,,,,,,13643.0,14923.873831334,15083.29603875,17012.57834,16913.908431753993,23617.0,23876.0,28950.0,30963.0,31287.0,31408.0,35000.0,13000.0,40000.0,15.1.1.P,15.1
15,Porcentaje de la superficie cubierta por bosque natural en el área continental e insular de San Andrés y Providencia,Mide el porcentaje de la superficie cubierta por bosque natural en el área continental e insular de San Andrés y Providencia.,area_bosq,Porcentaje,IDEAM,0,1,0.547,,,,,0.535,,,,,0.53,,0.526,0.518,0.516,0.519,0.519,0.519,0.526,0.52,,0.55,0.5,0.6,15.1.2.P,15.1
15,Áreas en proceso de restauración,Mide la superficie intervenida durante la fase de ejecución de los proyectos de restauración de ecosistemas definidas en el Plan Nacional de Restauración del Ministerio de Ambiente y Desarrollo Sostenible.,area_resta,Hectáreas,Ministerio de Ambiente y Desarrollo Sostenible,0,1,,,97997.0,150710.0,165861.0,212971.0,219845.0,249135.0,276355.0,306059.0,310000.0,333351.0,367728.0,367848.0,400021.0,408134.0,477239.0,598100.0,624715.0,665594.0,,1000000.0,90000.0,1300000.0,15.1.4.C,15.1
15,Proporción de especies críticamente amenazadas,Mide la proporción de especies amenazadas en la categoría de críticamente amenazada (CR).,espe_amena,Proporción,Instituto de Investigación de Recursos Biológicos Alexander von Humboldt,1,1,,,0.13,,,0.19,,,,,0.16,,,,0.14,,,0.14,,,,0.12,0.06,0.2,15.5.1.P,15.5
15,Proporción de especies vulnerables,Mide la proporción de especies amenazadas en la categoría de vulnerable (VU).,espe_vulne,Proporción,Instituto de Investigación de Recursos Biológicos Alexander von Humboldt,1,1,,,0.61,,,0.43,,,,,0.46,,,,0.53,,,0.53,,,,0.5,0.025,0.7,15.5.3.P,15.5
16,Tasa de homicidio,Mide el número de homicidios ocurridos en Colombia al año por cada 100.000 habitantes.,tasa_homi,Tasa por cada 100.000 habitantes,"MinDefensa – Sistema de Información Estadística, Delicuencial, Contravencional y Operativa (SIEDCO)",1,1,,,,56.2092834854,47.7005446194,42.2280125214,40.2686672769,39.1513825153,36.3095242514,35.1654307075,33.968669105,35.0247361249,35.2905896362,32.7220790674,27.9951735758,26.5167989689,25.4411961276,24.8257264233,25.7674241646,25.7,24.1,16.4,10.0,60.0,16.1.1.G,16.1
16,Tasa de víctimas directas de homicidio y de desaparición forzada registradas en el Registro Único de Víctimas (RUV),"Mide el número de víctimas directas de homicidios y desapariciones forzadas ocurridas en el marco del conflicto armado interno, incluidas en el Registro Único de Víctimas (RUV) mediante actos administrativos o fallos, en un año dado, con respecto al tamaño de la población, por cada 100.000 habitantes.",victi_homi,Tasa por cada 100.000 habitantes,Unidad para la Atención y Reparación Integral a la Victimas (UARIV) - Registro Único de Víctimas (RUV),1,1,45.0372166285405,49.4762265298176,56.7690965511141,43.4634467251623,34.3793237469479,26.9045903861801,22.6236233571264,21.6746315227272,15.8286129264561,11.7188458784345,8.31473212323804,7.66647972473472,7.18735288655405,3.64804811705434,1.57358766258596,0.846,0.8102945066,0.7526636024,0.4795899366,,,0.0,0.0,60.0,16.1.2.P,16.1
16,Porcentaje de hurto a personas,Mide el porcentaje de personas víctimas de hurto respecto al total de la población mayor de 15 años. ,hurto_perso,Porcentaje,DANE - Encuesta de convivencia y seguridad ciudadana (ECSC),1,1,,,,,,,,,,,,0.132,0.114,0.112,0.105,0.116,0.103,,0.05,0.072,,0.03,0.01,0.15,16.1.3.C,16.1
5,Porcentaje de mujeres que han sido forzadas físicamente por otra persona diferente a su esposo o compañero a tener relaciones o actos sexuales,"Mide el porcentaje de mujeres de 13 a 49 años que alguna vez han experimentado violencia sexual física por otra persona diferente a la pareja o al compañero para tener relaciones o llevar a cabo actos sexuales, respecto al total de encuestadas.",sexo_otros,Porcentaje,Profamilia - Encuesta Nacional de Demografía y Salud (ENDS),1,1,0.066,,,,,0.061,,,,,0.057,,,,,0.045,,,,,,0.025,0.01,0.1,5.2.2.P,5.2
5,Porcentaje de mujeres que han experimentado alguna violencia física por una persona diferente al esposo o compañero,"Mide el porcentaje de mujeres de 13 a 49 años que alguna vez han experimentado violencia sexual física por otra persona diferente a la pareja o al compañero para tener relaciones o llevar a cabo actos sexuales, respecto al total de encuestadas.",viole_otros,Porcentaje,Profamilia - Encuesta Nacional de Demografía y Salud (ENDS),1,1,0.199,,,,,0.15,,,,,0.139,,,,,0.13,,,,,,0.1,0.05,0.25,5.2.4.P,5.2
16,Tasa de violencia interpersonal,"Mide el número de lesionados por violencia interpersonal, respecto al tamaño de la población, por cada 100.000 habitantes.",viole_inter,Tasa por cada 100.000 habitantes,"Instituto Nacional de Medicina Legal y Ciencias Forenses (INMLCF)
",1,1,,274.7,259.8,224.3,204.1,266.6,274.4,262.36,242.38,308.18,319.02,331.99,333.84,337.0,282.31,263.06,252.9,234.4,233.0,233.9,,209.61,100.0,350.0,16.1.4.C,16.1
17,Exportaciones totales como porcentaje del Producto Interno Bruto (PIB),Mide el valor total de las exportaciones de bienes y servicios anuales como porcentaje del Producto Interno Bruto (PIB). Donde el valor de las exportaciones totales proviene de la estimación del Producto Interno Bruto (PIB) por demanda de las cuentas nacional DANE.,expor_pib,Porcentaje,DANE - Cuentas Nacionales,0,0,,,,,,0.170222711388,0.177758425905,0.16470887814,0.18145195218,0.164177706123,0.163671656411,0.193049539123,0.188287412874,0.180982959539,0.166347578315,0.153,0.147171392782,0.150933390133,0.158914066189,0.158940698268321,0.137,0.161,0.12,0.25,17.11.1.P,17.11
8,Porcentaje de población ocupada en la industria turística,"Mide el porcentaje de la población ocupada en actividades relacionadas con el turismo, respecto a la población total.",pobl_turis,Porcentaje,DANE - Gran Encuesta Integrada de Hogares (GEIH),0,1,,,,,,,,0.0795538332474199,0.0794335341048255,0.0789587708847813,0.0805672392107995,0.0798929653446558,0.0812993892862697,0.0820232858515481,0.0829249042113165,0.0825717917670436,0.082321691619,0.085018974578,0.087908957653,,,0.108,0.05,0.15,8.9.2.P,8.9
9,Porcentaje de cooperación Internacional en investigación y desarrollo (I+D),"Mide el porcentaje de los recursos provenientes de cooperación internacional en investigación y desarrollo (I+D), respecto al total de inversión en I+D.",coop_invde,Porcentaje,Observatorio Colombiano de Ciencia y Tecnología (OCyT),0,1,,,,,,0.0452,0.0353,0.0291,0.0323,0.0352,0.0333,0.0231,0.0295,0.0276,0.0235,0.024,0.0534148384056552,0.0515955320724521,0.0465826462583052,0.0664538928998582,,0.07,0.02,0.1,9.b.1.C,9.b
